Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/01 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;4.56)=,0,0,0,0,0,0,0,0,0,0
(11.00;5.44)=,0,0,0,0,0,0,0,0,0,0
(11.00;6.33)=,0,0,0,0,0,0,0,0,0,0
(11.00;7.22)=,0,0,0,0,0,0,0,0,0,0
(11.00;8.11)=,0,0,0,0,0,0,0,0,0,0
(11.00;9.00)=,0,0,0,0,0,0,0,0,0,0
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/25 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,10,11,11,12,12,14,15,16,18,15
(11.00;1.89)=,11,11,12,13,14,16,19,25,35,44
(11.00;2.78)=,11,12,13,14,16,21,26,40,74,753
(11.00;3.67)=,12,13,14,16,19,26,36,62,720,787
(11.00;4.56)=,12,13,15,18,23,32,653,681,733,790
(11.00;5.44)=,13,14,16,20,632,643,658,686,735,790
(11.00;6.33)=,13,15,17,22,634,645,659,686,734,790
(11.00;7.22)=,14,16,18,22,634,644,657,682,727,782
(11.00;8.11)=,14,16,18,22,633,641,652,672,706,736
(11.00;9.00)=,14,16,18,21,631,637,645,655,662,31
 01/25 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,67,69,71,74,79,85,91,102,112,94
(11.00;1.89)=,69,72,75,80,88,100,116,147,205,262
(11.00;2.78)=,71,75,80,88,100,122,154,230,422,3503
(11.00;3.67)=,74,78,85,97,115,150,205,343,3293,8208
(11.00;4.56)=,77,82,92,106,132,180,2873,3046,7805,8236
(11.00;5.44)=,79,87,98,116,2762,2818,2905,3082,7830,8241
(11.00;6.33)=,82,90,103,124,2771,2830,2915,3086,7826,8233
(11.00;7.22)=,84,93,106,127,2774,2829,2909,3067,7789,8188
(11.00;8.11)=,85,94,107,126,2769,2817,2886,3016,7671,7928
(11.00;9.00)=,85,93,105,121,2759,2796,2845,2923,7425,259
 01/25 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,56,58,61,65,71,80,90,105,121,97
(11.00;1.89)=,58,61,66,72,82,98,119,163,245,332
(11.00;2.78)=,60,65,71,81,96,123,164,262,516,1198
(11.00;3.67)=,63,69,77,90,112,153,221,390,860,12534
(11.00;4.56)=,66,73,83,100,129,183,277,505,6375,7195
(11.00;5.44)=,69,77,89,109,144,209,320,567,6435,7204
(11.00;6.33)=,71,80,94,117,155,224,340,583,6437,7190
(11.00;7.22)=,73,82,97,121,159,226,336,563,6388,7125
(11.00;8.11)=,74,84,98,120,156,215,312,502,6236,6769
(11.00;9.00)=,74,83,97,116,147,194,267,396,5931,498
 01/25 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,31,34,37,41,48,57,69,89,113,85
(11.00;1.89)=,33,36,41,47,57,74,99,151,263,405
(11.00;2.78)=,35,39,45,54,69,94,138,238,512,1189
(11.00;3.67)=,37,42,49,61,80,115,178,327,739,4958
(11.00;4.56)=,38,44,53,67,90,133,211,392,865,1707
(11.00;5.44)=,40,46,56,71,97,145,232,427,910,1712
(11.00;6.33)=,41,47,57,74,101,150,238,431,904,1700
(11.00;7.22)=,41,48,58,74,100,146,228,403,837,1614
(11.00;8.11)=,41,47,57,71,95,134,202,339,661,1153
(11.00;9.00)=,40,46,54,67,86,116,165,251,405,390
 01/25 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,20,22,24,28,33,40,52,71,97,73
(11.00;1.89)=,21,23,27,32,40,53,77,124,237,400
(11.00;2.78)=,22,25,30,37,48,67,105,191,436,1021
(11.00;3.67)=,23,27,32,41,55,80,131,247,574,1254
(11.00;4.56)=,24,28,34,44,61,90,149,281,635,1287
(11.00;5.44)=,25,29,36,46,64,95,157,294,652,1290
(11.00;6.33)=,25,29,36,46,63,94,155,287,638,1280
(11.00;7.22)=,25,29,35,45,60,88,142,257,570,1193
(11.00;8.11)=,24,28,34,42,55,77,118,201,408,737
(11.00;9.00)=,23,27,31,38,48,64,90,135,215,194
 01/25 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,17,19,21,24,29,35,46,63,89,69
(11.00;1.89)=,18,20,23,28,35,46,67,109,212,366
(11.00;2.78)=,19,22,26,31,41,58,91,165,379,886
(11.00;3.67)=,20,23,28,35,47,68,112,211,490,1070
(11.00;4.56)=,21,24,29,37,51,76,126,237,538,1097
(11.00;5.44)=,21,25,30,39,53,79,132,246,550,1100
(11.00;6.33)=,21,25,30,39,53,78,129,239,535,1090
(11.00;7.22)=,21,24,30,37,50,73,117,212,474,1008
(11.00;8.11)=,21,24,28,35,45,63,97,164,333,602
(11.00;9.00)=,20,22,26,32,40,52,74,110,173,155
 01/25 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,13,14,16,18,22,27,36,49,70,56
(11.00;1.89)=,14,15,18,21,26,35,51,83,163,286
(11.00;2.78)=,15,17,19,24,31,44,69,124,286,667
(11.00;3.67)=,15,18,21,26,35,51,84,157,366,796
(11.00;4.56)=,16,18,22,28,38,56,93,176,399,816
(11.00;5.44)=,16,19,23,29,40,59,97,182,407,817
(11.00;6.33)=,16,19,23,29,39,58,95,176,395,810
(11.00;7.22)=,16,18,22,28,37,53,85,155,347,743
(11.00;8.11)=,15,18,21,26,33,46,70,119,241,433
(11.00;9.00)=,15,17,19,23,29,38,53,79,124,110
 01/25 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,11,12,13,15,18,22,28,38,54,43
(11.00;1.89)=,11,13,14,17,21,28,40,65,124,212
(11.00;2.78)=,12,14,16,19,25,35,54,98,222,511
(11.00;3.67)=,13,14,17,21,29,41,67,125,288,622
(11.00;4.56)=,13,15,18,23,31,46,76,142,317,639
(11.00;5.44)=,13,15,19,24,33,49,80,148,325,641
(11.00;6.33)=,13,16,19,24,33,48,78,144,317,635
(11.00;7.22)=,13,15,18,23,31,45,71,129,281,586
(11.00;8.11)=,13,15,18,22,28,40,60,101,200,355
(11.00;9.00)=,13,14,16,20,25,33,46,68,107,96
 01/25 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,6,6,7,8,10,12,17,23,35,29
(11.00;1.89)=,6,7,8,9,12,16,23,39,77,139
(11.00;2.78)=,6,7,9,11,14,19,31,56,130,301
(11.00;3.67)=,7,8,9,11,15,22,37,69,161,351
(11.00;4.56)=,7,8,10,12,16,24,40,76,174,357
(11.00;5.44)=,7,8,10,12,17,25,41,78,176,358
(11.00;6.33)=,7,8,10,12,16,24,40,74,169,354
(11.00;7.22)=,7,8,9,12,15,22,35,64,145,320
(11.00;8.11)=,7,8,9,11,14,19,29,48,97,175
(11.00;9.00)=,6,7,8,10,12,15,21,31,48,42
 01/25 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,2,2,2,3,3,4,6,8,12,10
(11.00;1.89)=,2,2,3,3,4,5,8,14,27,50
(11.00;2.78)=,2,2,3,4,5,7,11,19,45,105
(11.00;3.67)=,2,3,3,4,5,8,12,24,55,120
(11.00;4.56)=,2,3,3,4,5,8,14,26,59,122
(11.00;5.44)=,2,3,3,4,6,8,14,26,59,122
(11.00;6.33)=,2,3,3,4,5,8,13,24,56,121
(11.00;7.22)=,2,3,3,4,5,7,11,21,48,108
(11.00;8.11)=,2,2,3,3,4,6,9,15,31,57
(11.00;9.00)=,2,2,3,3,4,5,7,10,15,13
 01/25 18:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,0,0,0,0,0,0,0,0,0,0
(11.00;1.89)=,0,0,0,0,0,0,0,0,1,1
(11.00;2.78)=,0,0,0,0,0,0,0,1,1,3
(11.00;3.67)=,0,0,0,0,0,0,0,1,2,3
(11.00;4.56)=,0,0,0,0,0,0,0,1,2,3
(11.00;5.44)=,0,0,0,0,0,0,0,1,2,3
(11.00;6.33)=,0,0,0,0,0,0,0,1,2,3
(11.00;7.22)=,0,0,0,0,0,0,0,1,1,3
(11.00;8.11)=,0,0,0,0,0,0,0,0,1,2
(11.00;9.00)=,0,0,0,0,0,0,0,0,0,0
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/26 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,9,9,10,11,12,14,16,18,14
(11.00;1.89)=,9,9,10,11,13,16,20,27,39,51
(11.00;2.78)=,9,10,12,13,17,22,30,48,94,565
(11.00;3.67)=,10,11,13,16,21,30,44,79,521,613
(11.00;4.56)=,11,13,15,19,26,39,427,467,539,618
(11.00;5.44)=,12,14,17,22,398,413,434,474,543,618
(11.00;6.33)=,13,15,19,25,401,416,436,474,541,617
(11.00;7.22)=,13,16,20,25,401,416,434,469,533,608
(11.00;8.11)=,14,16,20,25,400,412,428,457,505,547
(11.00;9.00)=,14,16,19,23,397,406,417,432,442,38
 01/26 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,55,57,59,62,67,74,80,90,100,81
(11.00;1.89)=,57,60,64,69,77,90,107,141,202,260
(11.00;2.78)=,60,63,69,78,92,116,151,237,454,2759
(11.00;3.67)=,63,68,76,88,110,149,213,374,2528,6581
(11.00;4.56)=,66,73,83,100,130,186,2045,2247,6128,6612
(11.00;5.44)=,70,78,91,113,1916,1983,2085,2290,6158,6619
(11.00;6.33)=,73,83,98,123,1928,1997,2098,2296,6155,6610
(11.00;7.22)=,76,87,103,127,1932,1997,2092,2276,6116,6565
(11.00;8.11)=,78,88,103,127,1927,1985,2066,2219,5985,6280
(11.00;9.00)=,78,88,101,121,1915,1960,2019,2110,5695,275
 01/26 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,55,57,59,62,66,72,79,90,102,86
(11.00;1.89)=,56,59,62,66,73,84,99,129,185,244
(11.00;2.78)=,58,61,65,72,82,100,128,192,353,767
(11.00;3.67)=,60,63,69,78,92,119,162,269,557,15137
(11.00;4.56)=,61,66,73,84,103,137,196,337,6867,7347
(11.00;5.44)=,63,68,76,89,111,152,220,371,6899,7352
(11.00;6.33)=,64,70,79,93,117,160,230,378,6897,7342
(11.00;7.22)=,65,71,80,95,119,160,226,363,6862,7296
(11.00;8.11)=,66,72,81,94,116,152,209,322,6761,7062
(11.00;9.00)=,66,71,79,91,109,138,180,254,6574,301
 01/26 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,32,34,36,38,42,48,54,64,76,63
(11.00;1.89)=,33,35,38,41,47,56,68,93,141,194
(11.00;2.78)=,34,36,40,45,53,67,87,134,250,523
(11.00;3.67)=,35,38,42,48,59,77,107,178,360,9449
(11.00;4.56)=,36,39,44,51,64,87,124,212,427,794
(11.00;5.44)=,37,40,45,54,68,93,135,231,451,797
(11.00;6.33)=,37,41,46,55,70,96,139,233,449,789
(11.00;7.22)=,37,41,47,55,69,94,135,221,418,747
(11.00;8.11)=,37,41,46,54,67,89,123,192,344,565
(11.00;9.00)=,37,40,45,52,63,80,105,150,230,227
 01/26 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,26,28,31,36,42,52,62,81,103,80
(11.00;1.89)=,27,30,34,40,50,65,86,128,210,304
(11.00;2.78)=,28,32,37,45,58,80,114,189,374,800
(11.00;3.67)=,30,34,40,50,66,96,142,251,528,1128
(11.00;4.56)=,31,35,43,54,73,108,165,297,622,1202
(11.00;5.44)=,31,37,44,57,78,116,179,322,659,1210
(11.00;6.33)=,32,37,45,58,80,118,182,324,655,1197
(11.00;7.22)=,32,37,45,58,79,115,174,302,603,1121
(11.00;8.11)=,32,37,44,56,74,105,155,257,483,817
(11.00;9.00)=,31,36,43,52,68,92,129,196,314,324
 01/26 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,15,17,19,22,26,32,41,54,72,55
(11.00;1.89)=,16,18,21,25,31,42,58,91,164,261
(11.00;2.78)=,17,20,23,28,37,52,78,136,293,651
(11.00;3.67)=,18,21,25,32,42,62,96,176,388,821
(11.00;4.56)=,19,22,26,34,46,69,109,201,434,853
(11.00;5.44)=,19,22,27,35,48,72,115,211,449,857
(11.00;6.33)=,19,22,27,35,48,72,114,207,440,849
(11.00;7.22)=,19,22,27,34,46,67,105,186,394,788
(11.00;8.11)=,19,22,26,32,42,59,89,149,290,506
(11.00;9.00)=,18,21,24,29,37,50,70,104,164,156
 01/26 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,20,23,26,31,37,47,59,78,101,78
(11.00;1.89)=,21,24,28,34,44,59,79,119,196,283
(11.00;2.78)=,22,26,30,38,50,70,99,163,305,574
(11.00;3.67)=,23,27,32,41,55,79,115,196,381,709
(11.00;4.56)=,23,27,33,42,58,85,125,216,419,741
(11.00;5.44)=,23,27,33,43,58,86,127,221,428,745
(11.00;6.33)=,23,27,32,41,56,82,121,211,411,731
(11.00;7.22)=,22,26,31,39,52,75,108,183,353,653
(11.00;8.11)=,22,25,29,36,47,64,90,142,252,399
(11.00;9.00)=,21,23,27,33,41,53,70,100,148,142
 01/26 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,12,14,15,18,22,28,34,45,58,44
(11.00;1.89)=,13,14,17,20,25,34,45,67,108,153
(11.00;2.78)=,13,15,18,22,29,40,55,88,159,278
(11.00;3.67)=,13,15,18,23,31,44,62,102,189,324
(11.00;4.56)=,13,16,19,24,32,45,65,109,201,334
(11.00;5.44)=,13,15,18,23,31,45,64,109,202,334
(11.00;6.33)=,13,15,18,22,29,42,60,101,189,327
(11.00;7.22)=,13,14,17,21,27,37,51,84,156,283
(11.00;8.11)=,12,14,16,19,23,31,41,62,103,153
(11.00;9.00)=,12,13,14,17,20,25,31,42,57,50
 01/26 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,8,9,11,13,16,20,25,33,42,32
(11.00;1.89)=,9,10,12,15,19,25,33,50,81,115
(11.00;2.78)=,9,11,13,16,21,29,41,66,119,205
(11.00;3.67)=,9,11,13,17,23,32,46,77,140,233
(11.00;4.56)=,9,11,13,17,23,34,48,81,147,238
(11.00;5.44)=,9,11,13,17,23,33,47,80,146,238
(11.00;6.33)=,9,10,13,16,21,30,43,73,137,233
(11.00;7.22)=,9,10,12,14,19,26,37,60,111,200
(11.00;8.11)=,8,9,11,13,16,22,28,43,70,100
(11.00;9.00)=,8,9,10,11,14,17,21,27,36,29
 01/26 17:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,5,5,6,8,10,13,16,21,27,20
(11.00;1.89)=,5,6,7,9,12,16,22,34,56,79
(11.00;2.78)=,5,6,8,10,13,19,27,45,83,143
(11.00;3.67)=,5,6,8,11,15,22,31,53,97,160
(11.00;4.56)=,5,6,8,11,15,23,33,56,102,164
(11.00;5.44)=,5,6,8,11,15,22,32,55,101,164
(11.00;6.33)=,5,6,8,10,14,20,29,50,94,160
(11.00;7.22)=,5,6,7,9,12,17,24,41,76,138
(11.00;8.11)=,4,5,6,8,10,14,18,28,46,66
(11.00;9.00)=,4,5,5,7,8,10,13,17,22,17
 01/26 18:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,0,0,0,0,0,0,1,1,1,1
(11.00;1.89)=,0,0,0,0,0,1,1,1,2,3
(11.00;2.78)=,0,0,0,0,0,1,1,2,3,5
(11.00;3.67)=,0,0,0,0,1,1,1,2,4,6
(11.00;4.56)=,0,0,0,0,1,1,1,2,4,6
(11.00;5.44)=,0,0,0,0,1,1,1,2,4,6
(11.00;6.33)=,0,0,0,0,1,1,1,2,4,6
(11.00;7.22)=,0,0,0,0,0,1,1,2,3,5
(11.00;8.11)=,0,0,0,0,0,1,1,1,2,2
(11.00;9.00)=,0,0,0,0,0,0,0,1,1,1
Date/Time,THERMAL ZONE 1:RUN PERIOD 1:ILLUMINANCE MAP 1 at 1.10m Illuminance [lux] (Hourly),RefPt1=(15.00:5.00:1.10),,,
 01/27 08:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,7,8,8,8,9,10,10,12,13,11
(11.00;1.89)=,8,8,8,9,10,12,13,17,24,31
(11.00;2.78)=,8,8,9,10,12,14,18,28,50,537
(11.00;3.67)=,8,9,10,11,13,18,24,41,515,559
(11.00;4.56)=,9,9,10,12,16,22,470,489,523,561
(11.00;5.44)=,9,10,11,14,457,464,473,492,524,561
(11.00;6.33)=,9,10,12,15,458,465,474,491,523,560
(11.00;7.22)=,10,11,12,15,458,464,472,489,518,555
(11.00;8.11)=,10,11,12,15,457,462,469,482,504,523
(11.00;9.00)=,10,11,12,14,455,460,464,471,476,21
 01/27 09:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,68,69,71,73,76,80,85,92,99,87
(11.00;1.89)=,70,71,74,77,82,90,101,122,161,200
(11.00;2.78)=,71,73,77,82,90,105,126,176,301,3502
(11.00;3.67)=,73,76,80,88,100,122,158,248,3366,8924
(11.00;4.56)=,74,78,84,94,110,141,3097,3207,8669,8942
(11.00;5.44)=,76,81,88,100,3025,3061,3116,3229,8684,8945
(11.00;6.33)=,78,83,91,105,3031,3068,3122,3230,8681,8940
(11.00;7.22)=,79,85,93,106,3032,3067,3117,3217,8655,8909
(11.00;8.11)=,80,85,93,106,3029,3059,3102,3184,8577,8736
(11.00;9.00)=,80,85,92,102,3022,3045,3076,3124,8420,187
 01/27 10:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,57,58,60,62,65,70,75,84,93,81
(11.00;1.89)=,58,59,62,65,71,79,91,114,157,203
(11.00;2.78)=,59,61,64,69,77,91,112,161,283,593
(11.00;3.67)=,60,63,67,74,85,105,138,218,433,16528
(11.00;4.56)=,61,65,70,78,92,119,162,267,7727,8091
(11.00;5.44)=,63,66,72,82,99,129,180,293,7752,8095
(11.00;6.33)=,63,68,74,85,103,135,187,297,7750,8087
(11.00;7.22)=,64,69,75,86,104,134,183,285,7722,8051
(11.00;8.11)=,64,69,75,86,102,128,170,254,7645,7872
(11.00;9.00)=,64,68,74,83,97,118,149,204,7506,242
 01/27 11:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,35,37,39,42,47,53,61,73,88,72
(11.00;1.89)=,36,38,41,46,53,64,79,109,167,231
(11.00;2.78)=,37,40,44,50,60,77,101,159,300,637
(11.00;3.67)=,38,42,46,54,67,90,126,213,437,9575
(11.00;4.56)=,39,43,49,58,73,101,147,255,521,976
(11.00;5.44)=,40,44,51,61,78,110,161,279,552,979
(11.00;6.33)=,41,45,52,63,81,113,166,283,549,970
(11.00;7.22)=,41,46,52,63,81,111,161,268,512,918
(11.00;8.11)=,41,46,52,62,78,104,147,232,421,696
(11.00;9.00)=,41,45,51,59,72,94,125,181,281,277
 01/27 12:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,25,28,31,35,42,51,62,80,102,79
(11.00;1.89)=,27,30,34,40,49,64,85,126,207,300
(11.00;2.78)=,28,32,37,45,58,80,112,187,370,790
(11.00;3.67)=,29,33,40,50,66,95,140,248,523,1117
(11.00;4.56)=,30,35,42,54,73,107,163,294,616,1190
(11.00;5.44)=,31,36,44,56,77,115,177,319,653,1199
(11.00;6.33)=,32,37,45,58,79,117,180,321,649,1185
(11.00;7.22)=,32,37,45,57,78,114,172,300,597,1111
(11.00;8.11)=,32,37,44,55,74,105,154,255,479,811
(11.00;9.00)=,31,36,42,52,67,92,128,194,313,323
 01/27 13:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,14,16,18,20,24,30,38,51,68,52
(11.00;1.89)=,15,17,20,24,29,39,55,86,155,249
(11.00;2.78)=,16,18,22,27,35,49,74,129,279,624
(11.00;3.67)=,17,20,23,30,40,58,91,166,369,785
(11.00;4.56)=,18,20,25,32,44,65,103,190,413,815
(11.00;5.44)=,18,21,26,33,46,68,109,200,427,818
(11.00;6.33)=,18,21,26,33,46,68,108,196,418,811
(11.00;7.22)=,18,21,25,32,44,63,99,177,375,754
(11.00;8.11)=,18,20,24,30,40,56,84,141,276,483
(11.00;9.00)=,17,19,23,28,35,47,66,98,155,147
 01/27 14:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,19,21,25,29,35,45,56,74,96,74
(11.00;1.89)=,20,23,27,33,42,56,75,115,191,280
(11.00;2.78)=,21,24,29,36,48,67,95,158,303,585
(11.00;3.67)=,22,25,31,39,53,76,112,193,382,724
(11.00;4.56)=,22,26,32,41,56,82,122,214,421,756
(11.00;5.44)=,22,26,32,41,56,83,125,219,431,760
(11.00;6.33)=,22,26,31,40,55,80,120,210,414,747
(11.00;7.22)=,22,25,30,38,51,73,107,183,359,672
(11.00;8.11)=,21,24,28,35,46,63,89,143,257,413
(11.00;9.00)=,20,23,26,32,40,53,70,101,150,143
 01/27 15:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,16,18,21,25,31,40,50,67,86,65
(11.00;1.89)=,17,20,23,29,37,50,67,102,167,239
(11.00;2.78)=,18,21,25,31,42,59,83,137,252,453
(11.00;3.67)=,18,21,26,34,46,66,96,162,304,536
(11.00;4.56)=,18,22,27,35,47,70,102,174,328,555
(11.00;5.44)=,18,22,27,34,47,70,102,175,331,557
(11.00;6.33)=,18,21,26,33,45,65,95,164,313,546
(11.00;7.22)=,17,20,24,31,41,58,83,138,262,478
(11.00;8.11)=,16,19,22,28,35,49,66,103,176,267
(11.00;9.00)=,16,18,20,24,30,39,50,69,98,88
 01/27 16:00,(11.00;1.00)=,(11.89;1.00)=,(12.78;1.00)=,(13.67;1.00)=,(14.56;1.00)=,(15.44;1.00)=,(16.33;1.00)=,(17.22;1.00)=,(18.11;1.00)=,(19.00;1.00)=
(11.00;1.00)=,11,13,15,18,22,28,36,48,63,47
(11.00;1.89)=,12,14,16,20,26,36,49,75,125,182
(11.00;2.78)=,12,14,18,22,30,43,61,102,190,344
(11.00;3.67)=,13,15,19,24,33,48,70,120,227,398
(11.00;4.56)=,13,15,19,25,34,51,75,128,242,409
